5.900000e+00 -7.461525e-04
6.040000e+00 -1.633089e-03
6.180000e+00 -2.374545e-03
6.320000e+00 -4.235991e-03
6.470000e+00 -6.550549e-03
6.620000e+00 -1.073098e-02
6.770000e+00 -1.445263e-02
6.930000e+00 -1.776284e-02
7.090000e+00 -2.020525e-02
7.250000e+00 -2.242037e-02
7.410000e+00 -2.364361e-02
7.580000e+00 -2.442901e-02
7.750000e+00 -2.445066e-02
7.930000e+00 -2.373366e-02
8.110000e+00 -2.247854e-02
8.290000e+00 -2.101830e-02
8.470000e+00 -1.948638e-02
8.660000e+00 -1.782093e-02
8.860000e+00 -1.615173e-02
9.050000e+00 -1.457474e-02
9.250000e+00 -1.311972e-02
9.460000e+00 -1.179132e-02
9.670000e+00 -1.054084e-02
9.880000e+00 -9.376527e-03
1.010000e+01 -8.314143e-03
1.032000e+01 -7.368973e-03
1.055000e+01 -6.511814e-03
1.078000e+01 -5.748323e-03
1.101000e+01 -5.046854e-03
1.125000e+01 -4.412188e-03
1.150000e+01 -3.823169e-03
1.175000e+01 -3.309652e-03
1.200000e+01 -2.850935e-03
1.226000e+01 -2.456823e-03
1.253000e+01 -2.105399e-03
1.280000e+01 -1.797027e-03
1.308000e+01 -1.525408e-03
1.336000e+01 -1.293899e-03
1.365000e+01 -1.088300e-03
1.394000e+01 -9.104158e-04
1.424000e+01 -7.620213e-04
1.454000e+01 -6.337430e-04
1.485000e+01 -5.209295e-04
1.517000e+01 -4.270399e-04
1.549000e+01 -3.464104e-04
1.582000e+01 -2.817580e-04
1.616000e+01 -2.265746e-04
1.650000e+01 -1.809561e-04
1.685000e+01 -1.446825e-04
1.721000e+01 -1.141155e-04
1.757000e+01 -8.976773e-05
1.794000e+01 -7.006540e-05
1.832000e+01 -5.536062e-05
1.871000e+01 -4.275758e-05
1.910000e+01 -2.875847e-08
1.951000e+01 -1.552747e-08
1.992000e+01 -5.484995e-09
2.034000e+01 2.409209e-09
2.076000e+01 7.902483e-09
2.120000e+01 1.208858e-08
2.164000e+01 1.465712e-08
2.209000e+01 1.604711e-08
2.256000e+01 1.705046e-08
2.303000e+01 1.714969e-08
2.351000e+01 1.689772e-08
2.400000e+01 1.656689e-08
2.450000e+01 1.592431e-08
2.501000e+01 1.502351e-08
2.553000e+01 1.410347e-08
2.606000e+01 1.320307e-08
2.660000e+01 1.207122e-08
2.715000e+01 1.102160e-08
2.771000e+01 1.015118e-08
2.829000e+01 9.121521e-09
2.887000e+01 8.154417e-09
2.947000e+01 7.204593e-09
3.008000e+01 6.259617e-09
3.070000e+01 5.264815e-09
3.134000e+01 4.524434e-09
3.198000e+01 3.585389e-09
3.264000e+01 2.862059e-09
3.332000e+01 1.763443e-09
3.400000e+01 9.618096e-10
3.470000e+01 2.177939e-10
