5.900000e+00 -2.734193e-04
6.040000e+00 -1.493308e-03
6.180000e+00 -2.684118e-03
6.320000e+00 -4.623970e-03
6.470000e+00 -7.685851e-03
6.620000e+00 -1.090025e-02
6.770000e+00 -1.365122e-02
6.930000e+00 -1.658837e-02
7.090000e+00 -1.993457e-02
7.250000e+00 -2.245828e-02
7.410000e+00 -2.382216e-02
7.580000e+00 -2.428038e-02
7.750000e+00 -2.405483e-02
7.930000e+00 -2.288555e-02
8.110000e+00 -2.134590e-02
8.290000e+00 -1.965246e-02
8.470000e+00 -1.800189e-02
8.660000e+00 -1.641234e-02
8.860000e+00 -1.489667e-02
9.050000e+00 -1.347846e-02
9.250000e+00 -1.214627e-02
9.460000e+00 -1.086820e-02
9.670000e+00 -9.689804e-03
9.880000e+00 -8.595682e-03
1.010000e+01 -7.614158e-03
1.032000e+01 -6.743530e-03
1.055000e+01 -5.946799e-03
1.078000e+01 -5.237336e-03
1.101000e+01 -4.593307e-03
1.125000e+01 -4.001628e-03
1.150000e+01 -3.465249e-03
1.175000e+01 -2.995229e-03
1.200000e+01 -2.577810e-03
1.226000e+01 -2.208300e-03
1.253000e+01 -1.887704e-03
1.280000e+01 -1.608535e-03
1.308000e+01 -1.364647e-03
1.336000e+01 -1.148137e-03
1.365000e+01 -9.647133e-04
1.394000e+01 -8.072229e-04
1.424000e+01 -6.706875e-04
1.454000e+01 -5.556828e-04
1.485000e+01 -4.584710e-04
1.517000e+01 -3.772221e-04
1.549000e+01 -3.091450e-04
1.582000e+01 -2.521219e-04
1.616000e+01 -2.036523e-04
1.650000e+01 -1.625877e-04
1.685000e+01 -1.299663e-04
1.721000e+01 -1.044140e-04
1.757000e+01 -8.180605e-05
1.794000e+01 -6.416032e-05
1.832000e+01 -4.983165e-05
1.871000e+01 -3.856026e-05
1.910000e+01 -2.450126e-08
1.951000e+01 -1.269338e-08
1.992000e+01 -3.631526e-09
2.034000e+01 3.194589e-09
2.076000e+01 8.072607e-09
2.120000e+01 1.153716e-08
2.164000e+01 1.377296e-08
2.209000e+01 1.509642e-08
2.256000e+01 1.576610e-08
2.303000e+01 1.593172e-08
2.351000e+01 1.568908e-08
2.400000e+01 1.525301e-08
2.450000e+01 1.462084e-08
2.501000e+01 1.383642e-08
2.553000e+01 1.300270e-08
2.606000e+01 1.212170e-08
2.660000e+01 1.120467e-08
2.715000e+01 1.025538e-08
2.771000e+01 9.394285e-09
2.829000e+01 8.437985e-09
2.887000e+01 7.541093e-09
2.947000e+01 6.665008e-09
3.008000e+01 5.810949e-09
3.070000e+01 4.964994e-09
3.134000e+01 4.191735e-09
3.198000e+01 3.334104e-09
3.264000e+01 2.624988e-09
3.332000e+01 1.714868e-09
3.400000e+01 9.455661e-10
3.470000e+01 2.177689e-10
