5.900000e+00 -2.844305e-05
6.040000e+00 -4.617613e-04
6.180000e+00 -2.086529e-03
6.320000e+00 -4.672645e-03
6.470000e+00 -6.808324e-03
6.620000e+00 -9.197802e-03
6.770000e+00 -1.289031e-02
6.930000e+00 -1.678501e-02
7.090000e+00 -2.072512e-02
7.250000e+00 -2.307349e-02
7.410000e+00 -2.436543e-02
7.580000e+00 -2.482875e-02
7.750000e+00 -2.473170e-02
7.930000e+00 -2.391012e-02
8.110000e+00 -2.258156e-02
8.290000e+00 -2.108895e-02
8.470000e+00 -1.944582e-02
8.660000e+00 -1.772409e-02
8.860000e+00 -1.598906e-02
9.050000e+00 -1.432333e-02
9.250000e+00 -1.276176e-02
9.460000e+00 -1.134970e-02
9.670000e+00 -1.005494e-02
9.880000e+00 -8.908146e-03
1.010000e+01 -7.885212e-03
1.032000e+01 -6.957680e-03
1.055000e+01 -6.119633e-03
1.078000e+01 -5.376090e-03
1.101000e+01 -4.714046e-03
1.125000e+01 -4.125920e-03
1.150000e+01 -3.588289e-03
1.175000e+01 -3.107835e-03
1.200000e+01 -2.682154e-03
1.226000e+01 -2.304813e-03
1.253000e+01 -1.971208e-03
1.280000e+01 -1.683123e-03
1.308000e+01 -1.429722e-03
1.336000e+01 -1.204998e-03
1.365000e+01 -1.010832e-03
1.394000e+01 -8.453571e-04
1.424000e+01 -7.026405e-04
1.454000e+01 -5.828051e-04
1.485000e+01 -4.804713e-04
1.517000e+01 -3.929350e-04
1.549000e+01 -3.195182e-04
1.582000e+01 -2.594789e-04
1.616000e+01 -2.100130e-04
1.650000e+01 -1.691087e-04
1.685000e+01 -1.361048e-04
1.721000e+01 -1.078755e-04
1.757000e+01 -8.449108e-05
1.794000e+01 -6.685230e-05
1.832000e+01 -5.258290e-05
1.871000e+01 -4.083552e-05
1.910000e+01 -2.481929e-08
1.951000e+01 -1.254496e-08
1.992000e+01 -3.169951e-09
2.034000e+01 3.875870e-09
2.076000e+01 8.900899e-09
2.120000e+01 1.251136e-08
2.164000e+01 1.477633e-08
2.209000e+01 1.603405e-08
2.256000e+01 1.676503e-08
2.303000e+01 1.680776e-08
2.351000e+01 1.648293e-08
2.400000e+01 1.604782e-08
2.450000e+01 1.533614e-08
2.501000e+01 1.441194e-08
2.553000e+01 1.353642e-08
2.606000e+01 1.271851e-08
2.660000e+01 1.168145e-08
2.715000e+01 1.058808e-08
2.771000e+01 9.794079e-09
2.829000e+01 8.778977e-09
2.887000e+01 7.738890e-09
2.947000e+01 6.837603e-09
3.008000e+01 5.962361e-09
3.070000e+01 5.074079e-09
3.134000e+01 4.349081e-09
3.198000e+01 3.426735e-09
3.264000e+01 2.651417e-09
3.332000e+01 1.749310e-09
3.400000e+01 9.577842e-10
3.470000e+01 2.213127e-10
